id;value;location;date;measure;unit
817980;31.90;"Sakda";10/11/2007;"Chemical Oxygen Demand (Cr)";"mg/l"
817981;4.00;"Sakda";10/11/2007;"Chemical Oxygen Demand (Mn)";"mg/l"
817982;0.21;"Sakda";10/11/2007;"Anionic active surfactants";"mg/l"
817984;0.06;"Sakda";10/11/2007;"Atrazine";"µg/l"
817985;0.06;"Sakda";10/11/2007;"Simazine";"µg/l"
817986;0.17;"Sakda";10/11/2007;"Alachlor";"µg/l"
817987;5.0e-03;"Sakda";10/11/2007;"Metolachlor";"µg/l"
817988;5.0e-03;"Sakda";10/11/2007;"Heptachloroepoxide";"µg/l"
817989;5.0e-03;"Sakda";10/11/2007;"Heptachlor";"µg/l"
817990;5.0e-03;"Sakda";10/11/2007;"Endosulfan (alpha)";"µg/l"
817991;0.01;"Sakda";10/11/2007;"Endosulfan (beta)";"µg/l"
817992;0.01;"Sakda";10/11/2007;"p,p-DDT";"µg/l"
817993;6.0e-03;"Sakda";10/11/2007;"p,p-DDD";"µg/l"
817994;5.0e-03;"Sakda";10/11/2007;"p,p-DDE";"µg/l"
817995;5.0e-03;"Sakda";10/11/2007;"alpha-Hexachlorocyclohexane";"µg/l"
817996;5.0e-03;"Sakda";10/11/2007;"beta-Hexaxchlorocyclohexane";"µg/l"
817997;8.0e-03;"Sakda";10/11/2007;"gamma-Hexachlorocyclohexane";"µg/l"
817998;9.0e-03;"Sakda";10/11/2007;"Aldrin";"µg/l"
817999;5.0e-03;"Sakda";10/11/2007;"Dieldrin";"µg/l"
818000;5.0e-03;"Sakda";10/11/2007;"Endrin";"µg/l"
818001;2.20;"Sakda";10/11/2007;"Total coliforms";"mg/l"
818002;0.26;"Sakda";10/11/2007;"Fecal coliforms";"mg/l"
818003;0.00;"Sakda";10/11/2007;"Fecal streptococci";"mg/l"
818005;5.00;"Sakda";8/12/2007;"Water temperature";"C"
818008;10.32;"Sakda";8/12/2007;"Dissolved oxygen";"mg/l"
818009;87.10;"Sakda";8/12/2007;"Oxygen saturation";"mg/l"
818011;141.00;"Sakda";8/12/2007;"Total hardness";"mg/l"
818012;224.00;"Sakda";8/12/2007;"Bicarbonates";"mg/l"
818015;306.00;"Sakda";8/12/2007;"Total dissolved salts";"mg/l"
818016;0.13;"Sakda";8/12/2007;"Ammonium";"mg/l"
818017;0.12;"Sakda";8/12/2007;"Nitrites";"mg/l"
818018;0.95;"Sakda";8/12/2007;"Nitrates";"mg/l"
818019;1.45;"Sakda";8/12/2007;"Total nitrogen";"mg/l"
818020;0.05;"Sakda";8/12/2007;"Orthophosphate-phosphorus";"mg/l"
818021;0.11;"Sakda";8/12/2007;"Total phosphorus";"mg/l"
818022;8.56;"Sakda";8/12/2007;"Silica (SiO2)";"mg/l"
818023;28.60;"Sakda";8/12/2007;"Sodium";"mg/l"
818024;2.80;"Sakda";8/12/2007;"Potassium";"mg/l"
818025;54.40;"Sakda";8/12/2007;"Calcium";"mg/l"
818026;28.40;"Sakda";8/12/2007;"Magnesium";"mg/l"
818027;27.50;"Sakda";8/12/2007;"Chlorides";"mg/l"
818028;36.57;"Sakda";8/12/2007;"Sulphates";"mg/l"
818029;0.27;"Sakda";8/12/2007;"Iron";"mg/l"
818031;0.09;"Sakda";8/12/2007;"Manganese";"mg/l"
818032;0.05;"Sakda";8/12/2007;"Manganese";"mg/l"
818033;10.00;"Sakda";8/12/2007;"Zinc";"µg/l"
818035;5.65;"Sakda";8/12/2007;"Copper";"µg/l"
818037;7.83;"Sakda";8/12/2007;"Chromium";"µg/l"
818039;1.70;"Sakda";8/12/2007;"Lead";"µg/l"
818041;0.11;"Sakda";8/12/2007;"Cadmium";"µg/l"
818043;0.02;"Sakda";8/12/2007;"Mercury";"µg/l"
818044;1.66;"Sakda";8/12/2007;"Nickel";"µg/l"
818046;4.22;"Sakda";8/12/2007;"Biochemical Oxygen";"mg/l"
818047;25.20;"Sakda";8/12/2007;"Chemical Oxygen Demand (Cr)";"mg/l"
818048;5.33;"Sakda";8/12/2007;"Chemical Oxygen Demand (Mn)";"mg/l"
818049;0.18;"Sakda";8/12/2007;"Anionic active surfactants";"mg/l"
818051;0.06;"Sakda";8/12/2007;"Atrazine";"µg/l"
818052;0.06;"Sakda";8/12/2007;"Simazine";"µg/l"
818053;0.02;"Sakda";8/12/2007;"Alachlor";"µg/l"
818054;5.0e-03;"Sakda";8/12/2007;"Metolachlor";"µg/l"
818055;5.0e-03;"Sakda";8/12/2007;"Heptachloroepoxide";"µg/l"
818056;5.0e-03;"Sakda";8/12/2007;"Heptachlor";"µg/l"
818057;5.0e-03;"Sakda";8/12/2007;"Endosulfan (alpha)";"µg/l"
818058;0.01;"Sakda";8/12/2007;"Endosulfan (beta)";"µg/l"
818059;0.01;"Sakda";8/12/2007;"p,p-DDT";"µg/l"
818060;6.0e-03;"Sakda";8/12/2007;"p,p-DDD";"µg/l"
818061;5.0e-03;"Sakda";8/12/2007;"p,p-DDE";"µg/l"
818062;5.0e-03;"Sakda";8/12/2007;"alpha-Hexachlorocyclohexane";"µg/l"
818063;5.0e-03;"Sakda";8/12/2007;"beta-Hexaxchlorocyclohexane";"µg/l"
818064;8.0e-03;"Sakda";8/12/2007;"gamma-Hexachlorocyclohexane";"µg/l"
818065;0.01;"Sakda";8/12/2007;"Aldrin";"µg/l"
818066;5.0e-03;"Sakda";8/12/2007;"Dieldrin";"µg/l"
818067;5.0e-03;"Sakda";8/12/2007;"Endrin";"µg/l"
818068;2.50;"Sakda";8/12/2007;"Total coliforms";"mg/l"
818069;2.50;"Sakda";8/12/2007;"Fecal coliforms";"mg/l"
818070;0.07;"Sakda";8/12/2007;"Fecal streptococci";"mg/l"
818436;5.00;"Sakda";11/1/2007;"Water temperature";"C"
818439;10.40;"Sakda";11/1/2007;"Dissolved oxygen";"mg/l"
818440;81.70;"Sakda";11/1/2007;"Oxygen saturation";"mg/l"
818442;129.00;"Sakda";11/1/2007;"Total hardness";"mg/l"
818443;218.30;"Sakda";11/1/2007;"Bicarbonates";"mg/l"
818446;287.00;"Sakda";11/1/2007;"Total dissolved salts";"mg/l"
818447;0.37;"Sakda";11/1/2007;"Ammonium";"mg/l"
818448;0.02;"Sakda";11/1/2007;"Nitrites";"mg/l"
818449;1.71;"Sakda";11/1/2007;"Nitrates";"mg/l"
818450;2.52;"Sakda";11/1/2007;"Total nitrogen";"mg/l"
818451;0.04;"Sakda";11/1/2007;"Orthophosphate-phosphorus";"mg/l"
818452;0.09;"Sakda";11/1/2007;"Total phosphorus";"mg/l"
818453;9.90;"Sakda";11/1/2007;"Silica (SiO2)";"mg/l"
818454;56.10;"Sakda";11/1/2007;"Calcium";"mg/l"
818455;21.80;"Sakda";11/1/2007;"Magnesium";"mg/l"
818456;27.50;"Sakda";11/1/2007;"Chlorides";"mg/l"
818457;25.00;"Sakda";11/1/2007;"Sulphates";"mg/l"
818458;0.15;"Sakda";11/1/2007;"Iron";"mg/l"
818459;0.05;"Sakda";11/1/2007;"Manganese";"mg/l"
818460;74.00;"Sakda";11/1/2007;"Zinc";"µg/l"
818461;9.06;"Sakda";11/1/2007;"Copper";"µg/l"
818462;0.94;"Sakda";11/1/2007;"Chromium";"µg/l"
818463;7.53;"Sakda";11/1/2007;"Lead";"µg/l"
818464;0.05;"Sakda";11/1/2007;"Cadmium";"µg/l"
818465;0.02;"Sakda";11/1/2007;"Mercury";"µg/l"
818466;2.13;"Sakda";11/1/2007;"Nickel";"µg/l"
818467;1.40;"Sakda";11/1/2007;"Biochemical Oxygen";"mg/l"
818468;27.20;"Sakda";11/1/2007;"Chemical Oxygen Demand (Cr)";"mg/l"
818469;3.30;"Sakda";11/1/2007;"Chemical Oxygen Demand (Mn)";"mg/l"
818470;0.10;"Sakda";11/1/2007;"Anionic active surfactants";"mg/l"
818471;0.00;"Sakda";11/1/2007;"Petroleum hydrocarbons";"mg/l"
818473;0.08;"Sakda";11/1/2007;"Atrazine";"µg/l"
818474;0.20;"Sakda";11/1/2007;"Simazine";"µg/l"
818475;0.06;"Sakda";11/1/2007;"Alachlor";"µg/l"
818476;5.0e-03;"Sakda";11/1/2007;"Metolachlor";"µg/l"
818477;5.0e-03;"Sakda";11/1/2007;"Heptachloroepoxide";"µg/l"
818478;5.0e-03;"Sakda";11/1/2007;"Heptachlor";"µg/l"
818479;0.06;"Sakda";11/1/2007;"Endosulfan (alpha)";"µg/l"
818480;0.09;"Sakda";11/1/2007;"Endosulfan (beta)";"µg/l"
818481;0.01;"Sakda";11/1/2007;"p,p-DDT";"µg/l"
818482;0.04;"Sakda";11/1/2007;"p,p-DDD";"µg/l"
818483;5.0e-03;"Sakda";11/1/2007;"p,p-DDE";"µg/l"
818484;0.02;"Sakda";11/1/2007;"alpha-Hexachlorocyclohexane";"µg/l"
818485;0.01;"Sakda";11/1/2007;"beta-Hexaxchlorocyclohexane";"µg/l"
818486;7.0e-03;"Sakda";11/1/2007;"gamma-Hexachlorocyclohexane";"µg/l"
818487;0.12;"Sakda";11/1/2007;"Aldrin";"µg/l"
818488;0.22;"Sakda";11/1/2007;"Dieldrin";"µg/l"
818489;0.14;"Sakda";11/1/2007;"Endrin";"µg/l"
818490;2.00;"Sakda";11/1/2007;"Macrozoobenthos";
818491;0.04;"Sakda";11/1/2007;"Total coliforms";"mg/l"
818492;0.04;"Sakda";11/1/2007;"Fecal coliforms";"mg/l"
818493;0.00;"Sakda";11/1/2007;"Fecal streptococci";"mg/l"
818494;1.50;"Sakda";15/2/2007;"Water temperature";"C"
818497;11.40;"Sakda";15/2/2007;"Dissolved oxygen";"mg/l"
818498;81.30;"Sakda";15/2/2007;"Oxygen saturation";"mg/l"
818500;134.00;"Sakda";15/2/2007;"Total hardness";"mg/l"
818501;183.60;"Sakda";15/2/2007;"Bicarbonates";"mg/l"
818504;334.00;"Sakda";15/2/2007;"Total dissolved salts";"mg/l"
818505;0.13;"Sakda";15/2/2007;"Ammonium";"mg/l"
818506;0.03;"Sakda";15/2/2007;"Nitrites";"mg/l"
818507;1.93;"Sakda";15/2/2007;"Nitrates";"mg/l"
818508;2.52;"Sakda";15/2/2007;"Total nitrogen";"mg/l"
818509;5.0e-03;"Sakda";15/2/2007;"Orthophosphate-phosphorus";"mg/l"
818510;0.09;"Sakda";15/2/2007;"Total phosphorus";"mg/l"
818511;12.25;"Sakda";15/2/2007;"Silica (SiO2)";"mg/l"
818512;1.60;"Sakda";15/2/2007;"Potassium";"mg/l"
818513;56.10;"Sakda";15/2/2007;"Calcium";"mg/l"
818514;24.30;"Sakda";15/2/2007;"Magnesium";"mg/l"
818515;34.40;"Sakda";15/2/2007;"Chlorides";"mg/l"
818516;38.40;"Sakda";15/2/2007;"Sulphates";"mg/l"
818517;0.19;"Sakda";15/2/2007;"Iron";"mg/l"
818518;0.11;"Sakda";15/2/2007;"Manganese";"mg/l"
818519;193.00;"Sakda";15/2/2007;"Zinc";"µg/l"
818520;26.02;"Sakda";15/2/2007;"Copper";"µg/l"
818521;1.40;"Sakda";15/2/2007;"Chromium";"µg/l"
818522;8.20;"Sakda";15/2/2007;"Lead";"µg/l"
818523;0.05;"Sakda";15/2/2007;"Cadmium";"µg/l"
818524;0.02;"Sakda";15/2/2007;"Mercury";"µg/l"
818525;1.34;"Sakda";15/2/2007;"Nickel";"µg/l"
818526;4.20;"Sakda";15/2/2007;"Biochemical Oxygen";"mg/l"
818527;25.00;"Sakda";15/2/2007;"Chemical Oxygen Demand (Cr)";"mg/l"
818528;4.80;"Sakda";15/2/2007;"Chemical Oxygen Demand (Mn)";"mg/l"
818529;0.11;"Sakda";15/2/2007;"Anionic active surfactants";"mg/l"
818530;4.70;"Sakda";15/2/2007;"Petroleum hydrocarbons";"mg/l"
818532;0.41;"Sakda";15/2/2007;"Atrazine";"µg/l"
818533;0.08;"Sakda";15/2/2007;"Simazine";"µg/l"
818534;0.04;"Sakda";15/2/2007;"Alachlor";"µg/l"
818535;6.0e-03;"Sakda";15/2/2007;"Metolachlor";"µg/l"
818536;5.0e-03;"Sakda";15/2/2007;"Heptachloroepoxide";"µg/l"
818537;5.0e-03;"Sakda";15/2/2007;"Heptachlor";"µg/l"
818538;9.0e-03;"Sakda";15/2/2007;"Endosulfan (alpha)";"µg/l"
818539;5.0e-03;"Sakda";15/2/2007;"Endosulfan (beta)";"µg/l"
818540;0.01;"Sakda";15/2/2007;"p,p-DDT";"µg/l"
818541;0.01;"Sakda";15/2/2007;"p,p-DDD";"µg/l"
818542;5.0e-03;"Sakda";15/2/2007;"p,p-DDE";"µg/l"
818543;7.0e-03;"Sakda";15/2/2007;"alpha-Hexachlorocyclohexane";"µg/l"
818544;5.0e-03;"Sakda";15/2/2007;"beta-Hexaxchlorocyclohexane";"µg/l"
818545;5.0e-03;"Sakda";15/2/2007;"gamma-Hexachlorocyclohexane";"µg/l"
818546;0.02;"Sakda";15/2/2007;"Aldrin";"µg/l"
818547;8.0e-03;"Sakda";15/2/2007;"Dieldrin";"µg/l"
818548;0.01;"Sakda";15/2/2007;"Endrin";"µg/l"
818549;2.00;"Sakda";15/2/2007;"Macrozoobenthos";
818551;0.00;"Sakda";15/2/2007;"Total coliforms";"mg/l"
818552;0.00;"Sakda";15/2/2007;"Fecal coliforms";"mg/l"
818553;0.02;"Sakda";15/2/2007;"Fecal streptococci";"mg/l"
818554;5.00;"Sakda";15/3/2007;"Water temperature";"C"
818557;10.80;"Sakda";15/3/2007;"Dissolved oxygen";"mg/l"
818558;89.60;"Sakda";15/3/2007;"Oxygen saturation";"mg/l"
818560;157.00;"Sakda";15/3/2007;"Total hardness";"mg/l"
818561;161.10;"Sakda";15/3/2007;"Bicarbonates";"mg/l"
818564;283.00;"Sakda";15/3/2007;"Total dissolved salts";"mg/l"
818565;0.02;"Sakda";15/3/2007;"Ammonium";"mg/l"
818566;0.01;"Sakda";15/3/2007;"Nitrites";"mg/l"
818567;2.10;"Sakda";15/3/2007;"Nitrates";"mg/l"
818568;2.65;"Sakda";15/3/2007;"Total nitrogen";"mg/l"
818569;5.0e-03;"Sakda";15/3/2007;"Orthophosphate-phosphorus";"mg/l"
818570;0.28;"Sakda";15/3/2007;"Total phosphorus";"mg/l"
818571;12.21;"Sakda";15/3/2007;"Silica (SiO2)";"mg/l"
818572;24.10;"Sakda";15/3/2007;"Sodium";"mg/l"
818573;1.60;"Sakda";15/3/2007;"Potassium";"mg/l"
818574;56.10;"Sakda";15/3/2007;"Calcium";"mg/l"
818575;34.00;"Sakda";15/3/2007;"Magnesium";"mg/l"
818576;41.30;"Sakda";15/3/2007;"Chlorides";"mg/l"
818577;44.80;"Sakda";15/3/2007;"Sulphates";"mg/l"
818578;1.81;"Sakda";15/3/2007;"Iron";"mg/l"
818579;0.12;"Sakda";15/3/2007;"Manganese";"mg/l"
818580;167.00;"Sakda";15/3/2007;"Zinc";"µg/l"
818581;7.35;"Sakda";15/3/2007;"Copper";"µg/l"
818582;6.47;"Sakda";15/3/2007;"Chromium";"µg/l"
818583;1.37;"Sakda";15/3/2007;"Lead";"µg/l"
818584;0.05;"Sakda";15/3/2007;"Cadmium";"µg/l"
818585;0.02;"Sakda";15/3/2007;"Mercury";"µg/l"
818586;5.92;"Sakda";15/3/2007;"Nickel";"µg/l"
818587;3.00;"Sakda";15/3/2007;"Biochemical Oxygen";"mg/l"
818588;23.80;"Sakda";15/3/2007;"Chemical Oxygen Demand (Cr)";"mg/l"
818589;4.00;"Sakda";15/3/2007;"Chemical Oxygen Demand (Mn)";"mg/l"
818590;0.02;"Sakda";15/3/2007;"Anionic active surfactants";"mg/l"
818591;0.00;"Sakda";15/3/2007;"Petroleum hydrocarbons";"mg/l"
818593;0.06;"Sakda";15/3/2007;"Atrazine";"µg/l"
818594;0.08;"Sakda";15/3/2007;"Simazine";"µg/l"
818595;0.08;"Sakda";15/3/2007;"Alachlor";"µg/l"
818596;0.01;"Sakda";15/3/2007;"Metolachlor";"µg/l"
818597;5.0e-03;"Sakda";15/3/2007;"Heptachloroepoxide";"µg/l"
818598;5.0e-03;"Sakda";15/3/2007;"Heptachlor";"µg/l"
818599;5.0e-03;"Sakda";15/3/2007;"Endosulfan (alpha)";"µg/l"
818600;5.0e-03;"Sakda";15/3/2007;"Endosulfan (beta)";"µg/l"
818601;0.02;"Sakda";15/3/2007;"p,p-DDT";"µg/l"
818602;5.0e-03;"Sakda";15/3/2007;"p,p-DDD";"µg/l"
818603;5.0e-03;"Sakda";15/3/2007;"p,p-DDE";"µg/l"
818604;5.0e-03;"Sakda";15/3/2007;"alpha-Hexachlorocyclohexane";"µg/l"
818605;5.0e-03;"Sakda";15/3/2007;"beta-Hexaxchlorocyclohexane";"µg/l"
818606;5.0e-03;"Sakda";15/3/2007;"gamma-Hexachlorocyclohexane";"µg/l"
818607;0.02;"Sakda";15/3/2007;"Aldrin";"µg/l"
818608;5.0e-03;"Sakda";15/3/2007;"Dieldrin";"µg/l"
818609;5.0e-03;"Sakda";15/3/2007;"Endrin";"µg/l"
818610;0.00;"Sakda";15/3/2007;"Total coliforms";"mg/l"
818611;0.00;"Sakda";15/3/2007;"Fecal coliforms";"mg/l"
818612;9.8e-03;"Sakda";15/3/2007;"Fecal streptococci";"mg/l"
818613;11.00;"Sakda";12/4/2007;"Water temperature";"C"
818616;9.50;"Sakda";12/4/2007;"Dissolved oxygen";"mg/l"
818617;86.00;"Sakda";12/4/2007;"Oxygen saturation";"mg/l"
818619;123.00;"Sakda";12/4/2007;"Total hardness";"mg/l"
818620;166.50;"Sakda";12/4/2007;"Bicarbonates";"mg/l"
818623;277.00;"Sakda";12/4/2007;"Total dissolved salts";"mg/l"
818624;0.13;"Sakda";12/4/2007;"Ammonium";"mg/l"
818625;0.01;"Sakda";12/4/2007;"Nitrites";"mg/l"
818626;1.85;"Sakda";12/4/2007;"Nitrates";"mg/l"
818627;2.40;"Sakda";12/4/2007;"Total nitrogen";"mg/l"
818628;0.02;"Sakda";12/4/2007;"Orthophosphate-phosphorus";"mg/l"
818629;0.10;"Sakda";12/4/2007;"Total phosphorus";"mg/l"
818630;7.23;"Sakda";12/4/2007;"Silica (SiO2)";"mg/l"
818631;22.60;"Sakda";12/4/2007;"Sodium";"mg/l"
818632;1.60;"Sakda";12/4/2007;"Potassium";"mg/l"
818633;40.10;"Sakda";12/4/2007;"Calcium";"mg/l"
818634;29.10;"Sakda";12/4/2007;"Magnesium";"mg/l"
818635;41.30;"Sakda";12/4/2007;"Chlorides";"mg/l"
818636;31.50;"Sakda";12/4/2007;"Sulphates";"mg/l"
818637;1.49;"Sakda";12/4/2007;"Iron";"mg/l"
818638;0.09;"Sakda";12/4/2007;"Manganese";"mg/l"
818639;20.00;"Sakda";12/4/2007;"Zinc";"µg/l"
818640;8.99;"Sakda";12/4/2007;"Copper";"µg/l"
818641;3.37;"Sakda";12/4/2007;"Chromium";"µg/l"
818642;9.45;"Sakda";12/4/2007;"Lead";"µg/l"
818643;0.05;"Sakda";12/4/2007;"Cadmium";"µg/l"
818644;0.02;"Sakda";12/4/2007;"Mercury";"µg/l"
818645;9.81;"Sakda";12/4/2007;"Nickel";"µg/l"
818646;2.60;"Sakda";12/4/2007;"Biochemical Oxygen";"mg/l"
818647;25.30;"Sakda";12/4/2007;"Chemical Oxygen Demand (Cr)";"mg/l"
818648;5.20;"Sakda";12/4/2007;"Chemical Oxygen Demand (Mn)";"mg/l"
818649;0.11;"Sakda";12/4/2007;"Anionic active surfactants";"mg/l"
818650;8.23;"Sakda";12/4/2007;"Petroleum hydrocarbons";"mg/l"
818652;0.07;"Sakda";12/4/2007;"Atrazine";"µg/l"
818653;0.06;"Sakda";12/4/2007;"Simazine";"µg/l"
818654;0.15;"Sakda";12/4/2007;"Alachlor";"µg/l"
818655;0.01;"Sakda";12/4/2007;"Metolachlor";"µg/l"
818656;5.0e-03;"Sakda";12/4/2007;"Heptachloroepoxide";"µg/l"
818657;5.0e-03;"Sakda";12/4/2007;"Heptachlor";"µg/l"
818658;7.0e-03;"Sakda";12/4/2007;"Endosulfan (alpha)";"µg/l"
818659;0.01;"Sakda";12/4/2007;"Endosulfan (beta)";"µg/l"
818660;0.07;"Sakda";12/4/2007;"p,p-DDT";"µg/l"
818661;5.0e-03;"Sakda";12/4/2007;"p,p-DDD";"µg/l"
818662;5.0e-03;"Sakda";12/4/2007;"p,p-DDE";"µg/l"
818663;5.0e-03;"Sakda";12/4/2007;"alpha-Hexachlorocyclohexane";"µg/l"
818664;6.0e-03;"Sakda";12/4/2007;"beta-Hexaxchlorocyclohexane";"µg/l"
818665;5.0e-03;"Sakda";12/4/2007;"gamma-Hexachlorocyclohexane";"µg/l"
818666;0.02;"Sakda";12/4/2007;"Aldrin";"µg/l"
818667;5.0e-03;"Sakda";12/4/2007;"Dieldrin";"µg/l"
818668;5.0e-03;"Sakda";12/4/2007;"Endrin";"µg/l"
818669;2.00;"Sakda";12/4/2007;"Macrozoobenthos";
818671;0.00;"Sakda";12/4/2007;"Total coliforms";"mg/l"
818672;0.00;"Sakda";12/4/2007;"Fecal coliforms";"mg/l"
818673;0.00;"Sakda";12/4/2007;"Fecal streptococci";"mg/l"
818674;15.50;"Sakda";10/5/2007;"Water temperature";"C"
818677;7.50;"Sakda";10/5/2007;"Dissolved oxygen";"mg/l"
818678;75.70;"Sakda";10/5/2007;"Oxygen saturation";"mg/l"
818680;117.00;"Sakda";10/5/2007;"Total hardness";"mg/l"
818681;169.70;"Sakda";10/5/2007;"Bicarbonates";"mg/l"
818684;241.00;"Sakda";10/5/2007;"Total dissolved salts";"mg/l"
818685;0.08;"Sakda";10/5/2007;"Ammonium";"mg/l"
818686;0.01;"Sakda";10/5/2007;"Nitrites";"mg/l"
818687;0.91;"Sakda";10/5/2007;"Nitrates";"mg/l"
818688;1.25;"Sakda";10/5/2007;"Total nitrogen";"mg/l"
818689;5.0e-03;"Sakda";10/5/2007;"Orthophosphate-phosphorus";"mg/l"
818690;0.14;"Sakda";10/5/2007;"Total phosphorus";"mg/l"
818691;4.33;"Sakda";10/5/2007;"Silica (SiO2)";"mg/l"
818692;14.30;"Sakda";10/5/2007;"Sodium";"mg/l"
818693;1.40;"Sakda";10/5/2007;"Potassium";"mg/l"
818694;44.00;"Sakda";10/5/2007;"Calcium";"mg/l"
818695;24.30;"Sakda";10/5/2007;"Magnesium";"mg/l"
818696;27.50;"Sakda";10/5/2007;"Chlorides";"mg/l"
818697;30.60;"Sakda";10/5/2007;"Sulphates";"mg/l"
818698;0.26;"Sakda";10/5/2007;"Iron";"mg/l"
818699;0.08;"Sakda";10/5/2007;"Manganese";"mg/l"
818700;32.00;"Sakda";10/5/2007;"Zinc";"µg/l"
818701;6.39;"Sakda";10/5/2007;"Copper";"µg/l"
818702;1.74;"Sakda";10/5/2007;"Chromium";"µg/l"
818703;8.69;"Sakda";10/5/2007;"Lead";"µg/l"
818704;0.98;"Sakda";10/5/2007;"Cadmium";"µg/l"
818705;0.02;"Sakda";10/5/2007;"Mercury";"µg/l"
818706;3.99;"Sakda";10/5/2007;"Nickel";"µg/l"
818707;1.20;"Sakda";10/5/2007;"Biochemical Oxygen";"mg/l"
818708;26.10;"Sakda";10/5/2007;"Chemical Oxygen Demand (Cr)";"mg/l"
818709;4.10;"Sakda";10/5/2007;"Chemical Oxygen Demand (Mn)";"mg/l"
818710;0.02;"Sakda";10/5/2007;"Anionic active surfactants";"mg/l"
818711;0.94;"Sakda";10/5/2007;"Petroleum hydrocarbons";"mg/l"
818713;0.06;"Sakda";10/5/2007;"Atrazine";"µg/l"
818714;0.06;"Sakda";10/5/2007;"Simazine";"µg/l"
818715;0.05;"Sakda";10/5/2007;"Alachlor";"µg/l"
818716;0.01;"Sakda";10/5/2007;"Metolachlor";"µg/l"
818717;5.0e-03;"Sakda";10/5/2007;"Heptachloroepoxide";"µg/l"
818718;5.0e-03;"Sakda";10/5/2007;"Heptachlor";"µg/l"
818719;5.0e-03;"Sakda";10/5/2007;"Endosulfan (alpha)";"µg/l"
818720;5.0e-03;"Sakda";10/5/2007;"Endosulfan (beta)";"µg/l"
818721;0.01;"Sakda";10/5/2007;"p,p-DDT";"µg/l"
818722;8.0e-03;"Sakda";10/5/2007;"p,p-DDD";"µg/l"
818723;5.0e-03;"Sakda";10/5/2007;"p,p-DDE";"µg/l"
818724;5.0e-03;"Sakda";10/5/2007;"alpha-Hexachlorocyclohexane";"µg/l"
818725;5.0e-03;"Sakda";10/5/2007;"beta-Hexaxchlorocyclohexane";"µg/l"
818726;5.0e-03;"Sakda";10/5/2007;"gamma-Hexachlorocyclohexane";"µg/l"
818727;6.0e-03;"Sakda";10/5/2007;"Aldrin";"µg/l"
818728;5.0e-03;"Sakda";10/5/2007;"Dieldrin";"µg/l"
818729;5.0e-03;"Sakda";10/5/2007;"Endrin";"µg/l"
818730;1.81;"Sakda";10/5/2007;"Macrozoobenthos";
818732;16.00;"Sakda";10/5/2007;"Total coliforms";"mg/l"
818733;16.00;"Sakda";10/5/2007;"Fecal coliforms";"mg/l"
818734;6.0e-03;"Sakda";10/5/2007;"Fecal streptococci";"mg/l"
818735;19.00;"Sakda";7/6/2007;"Water temperature";"C"
818738;6.50;"Sakda";7/6/2007;"Dissolved oxygen";"mg/l"
818739;71.50;"Sakda";7/6/2007;"Oxygen saturation";"mg/l"
818741;106.00;"Sakda";7/6/2007;"Total hardness";"mg/l"
818742;163.50;"Sakda";7/6/2007;"Bicarbonates";"mg/l"
818745;253.00;"Sakda";7/6/2007;"Total dissolved salts";"mg/l"
818746;0.32;"Sakda";7/6/2007;"Ammonium";"mg/l"
818747;0.01;"Sakda";7/6/2007;"Nitrites";"mg/l"
818748;0.79;"Sakda";7/6/2007;"Nitrates";"mg/l"
818749;1.36;"Sakda";7/6/2007;"Total nitrogen";"mg/l"
818750;0.05;"Sakda";7/6/2007;"Orthophosphate-phosphorus";"mg/l"
818751;0.15;"Sakda";7/6/2007;"Total phosphorus";"mg/l"
818752;19.50;"Sakda";7/6/2007;"Sodium";"mg/l"
818753;2.20;"Sakda";7/6/2007;"Potassium";"mg/l"
818754;48.00;"Sakda";7/6/2007;"Calcium";"mg/l"
818755;17.00;"Sakda";7/6/2007;"Magnesium";"mg/l"
818756;28.10;"Sakda";7/6/2007;"Chlorides";"mg/l"
818757;36.80;"Sakda";7/6/2007;"Sulphates";"mg/l"
818758;0.57;"Sakda";7/6/2007;"Iron";"mg/l"
818759;0.09;"Sakda";7/6/2007;"Manganese";"mg/l"
818760;14.00;"Sakda";7/6/2007;"Zinc";"µg/l"
818761;5.18;"Sakda";7/6/2007;"Copper";"µg/l"
818762;1.62;"Sakda";7/6/2007;"Chromium";"µg/l"
818763;1.70;"Sakda";7/6/2007;"Lead";"µg/l"
818764;0.05;"Sakda";7/6/2007;"Cadmium";"µg/l"
818765;2.31;"Sakda";7/6/2007;"Nickel";"µg/l"
818766;1.30;"Sakda";7/6/2007;"Biochemical Oxygen";"mg/l"
818767;30.10;"Sakda";7/6/2007;"Chemical Oxygen Demand (Cr)";"mg/l"
818768;2.60;"Sakda";7/6/2007;"Chemical Oxygen Demand (Mn)";"mg/l"
818769;0.04;"Sakda";7/6/2007;"Anionic active surfactants";"mg/l"
818770;10.58;"Sakda";7/6/2007;"Petroleum hydrocarbons";"mg/l"
818772;0.06;"Sakda";7/6/2007;"Atrazine";"µg/l"
818773;0.06;"Sakda";7/6/2007;"Simazine";"µg/l"
818774;6.0e-03;"Sakda";7/6/2007;"Alachlor";"µg/l"
818775;5.0e-03;"Sakda";7/6/2007;"Metolachlor";"µg/l"
818776;5.0e-03;"Sakda";7/6/2007;"Heptachloroepoxide";"µg/l"
818777;5.0e-03;"Sakda";7/6/2007;"Heptachlor";"µg/l"
